question_id,human_score,ai_score,max_marks,answer_type,num_concepts,confidence,method,calibrated_score,cal_scale,cal_shift
Q1_a,5,3.75,10.0,essay,4,medium,LLM Concept v3,6.21,0.75,3.397501624666041
Q1_a,5,7.5,10.0,essay,4,medium,LLM Concept v3,9.02,0.75,3.397501624666041
Q1_a,0,0.0,10.0,essay,4,high,LLM Concept v3,3.4,0.75,3.397501624666041
Q1_a,5,5.0,10.0,essay,4,high,LLM Concept v3,7.15,0.75,3.397501624666041
Q1_a,5,5.0,10.0,essay,4,high,LLM Concept v3,7.15,0.75,3.397501624666041
Q1_a,10,3.25,10.0,essay,3,high,LLM Concept v3,5.84,0.75,3.397501624666041
Q1_a,10,6.0,10.0,essay,5,high,LLM Concept v3,7.9,0.75,3.397501624666041
Q1_a,3,2.5,10.0,essay,4,medium,LLM Concept v3,5.27,0.75,3.397501624666041
Q1_a,5,6.0,10.0,essay,5,high,LLM Concept v3,7.9,0.75,3.397501624666041
Q1_a,7,3.75,10.0,essay,4,high,LLM Concept v3,6.21,0.75,3.397501624666041
Q1_a,10,6.0,10.0,essay,5,high,LLM Concept v3,7.9,0.75,3.397501624666041
Q1_a,5,2.5,10.0,essay,4,high,LLM Concept v3,5.27,0.75,3.397501624666041
Q1_a,7,6.0,10.0,essay,5,high,LLM Concept v3,7.9,0.75,3.397501624666041
Q1_a,8,8.25,10.0,essay,3,high,LLM Concept v3,9.59,0.75,3.397501624666041
Q1_a,5,1.75,10.0,essay,3,medium,LLM Concept v3,4.71,0.75,3.397501624666041
Q1_a,10,5.0,10.0,essay,4,high,LLM Concept v3,7.15,0.75,3.397501624666041
Q1_a,10,6.75,10.0,essay,3,high,LLM Concept v3,8.46,0.75,3.397501624666041
Q1_a,5,5.0,10.0,essay,3,high,LLM Concept v3,7.15,0.75,3.397501624666041
Q1_a,6,2.5,10.0,essay,4,high,LLM Concept v3,5.27,0.75,3.397501624666041
Q1_a,8,3.25,10.0,essay,3,high,LLM Concept v3,5.84,0.75,3.397501624666041
Q1_a,8,5.0,10.0,essay,3,high,LLM Concept v3,7.15,0.75,3.397501624666041
Q1_b,12,15.0,15.0,essay,3,high,LLM Concept v3,14.34,0.8745656131060732,1.2222819791494275
Q1_b,10,7.5,15.0,essay,4,high,LLM Concept v3,7.78,0.8745656131060732,1.2222819791494275
Q1_b,5,5.0,15.0,essay,3,high,LLM Concept v3,5.6,0.8745656131060732,1.2222819791494275
Q1_b,3,0.0,15.0,essay,3,high,LLM Concept v3,1.22,0.8745656131060732,1.2222819791494275
Q1_b,10,10.0,15.0,essay,3,medium,LLM Concept v3,9.97,0.8745656131060732,1.2222819791494275
Q1_b,0,5.0,15.0,essay,3,medium,LLM Concept v3,5.6,0.8745656131060732,1.2222819791494275
Q1_b,10,12.5,15.0,essay,3,high,LLM Concept v3,12.15,0.8745656131060732,1.2222819791494275
Q1_b,5,7.5,15.0,essay,3,high,LLM Concept v3,7.78,0.8745656131060732,1.2222819791494275
Q1_b,15,15.0,15.0,essay,4,high,LLM Concept v3,14.34,0.8745656131060732,1.2222819791494275
Q1_b,0,3.75,15.0,essay,4,high,LLM Concept v3,4.5,0.8745656131060732,1.2222819791494275
Q1_b,5,5.0,15.0,essay,3,high,LLM Concept v3,5.6,0.8745656131060732,1.2222819791494275
Q1_b,15,7.5,15.0,essay,3,high,LLM Concept v3,7.78,0.8745656131060732,1.2222819791494275
Q1_b,10,10.0,15.0,essay,3,high,LLM Concept v3,9.97,0.8745656131060732,1.2222819791494275
Q1_b,15,12.5,15.0,essay,3,high,LLM Concept v3,12.15,0.8745656131060732,1.2222819791494275
Q1_b,10,10.0,15.0,essay,3,medium,LLM Concept v3,9.97,0.8745656131060732,1.2222819791494275
Q1_b,10,9.5,15.0,essay,4,high,LLM Concept v3,9.53,0.8745656131060732,1.2222819791494275
Q1_b,10,10.0,15.0,essay,3,high,LLM Concept v3,9.97,0.8745656131060732,1.2222819791494275
Q1_b,10,7.5,15.0,essay,3,high,LLM Concept v3,7.78,0.8745656131060732,1.2222819791494275
Q1_b,0,0.0,15.0,essay,3,high,LLM Concept v3,1.22,0.8745656131060732,1.2222819791494275
Q1_b,10,5.0,15.0,essay,3,high,LLM Concept v3,5.6,0.8745656131060732,1.2222819791494275
Q1_b,10,12.5,15.0,essay,3,high,LLM Concept v3,12.15,0.8745656131060732,1.2222819791494275
Q1_c,33,4.5,55.0,essay,12,high,LLM Concept v3,13.38,0.75,10.0
Q1_c,35,7.5,55.0,essay,11,medium,LLM Concept v3,15.62,0.75,10.0
Q1_c,35,5.0,55.0,essay,11,high,LLM Concept v3,13.75,0.75,10.0
Q1_c,40,30.0,55.0,essay,11,high,LLM Concept v3,32.5,0.75,10.0
Q1_c,35,50.0,55.0,essay,11,high,LLM Concept v3,47.5,0.75,10.0
Q1_c,48,45.0,55.0,essay,11,high,LLM Concept v3,43.75,0.75,10.0
Q1_c,35,15.0,55.0,essay,11,medium,LLM Concept v3,21.25,0.75,10.0
Q1_c,50,37.5,55.0,essay,11,medium,LLM Concept v3,38.12,0.75,10.0
Q1_c,50,35.0,55.0,essay,11,high,LLM Concept v3,36.25,0.75,10.0
Q1_c,33,40.0,55.0,essay,11,high,LLM Concept v3,40.0,0.75,10.0
Q1_c,55,45.0,55.0,essay,11,high,LLM Concept v3,43.75,0.75,10.0
Q1_c,55,52.5,55.0,essay,11,high,LLM Concept v3,49.38,0.75,10.0
Q1_c,45,50.0,55.0,essay,11,high,LLM Concept v3,47.5,0.75,10.0
Q1_c,45,37.5,55.0,essay,11,high,LLM Concept v3,38.12,0.75,10.0
Q1_c,40,50.0,55.0,essay,11,high,LLM Concept v3,47.5,0.75,10.0
Q1_c,40,25.0,55.0,essay,11,high,LLM Concept v3,28.75,0.75,10.0
Q1_c,50,25.0,55.0,essay,11,medium,LLM Concept v3,28.75,0.75,10.0
Q1_c,45,55.0,55.0,essay,11,high,LLM Concept v3,51.25,0.75,10.0
Q1_c,30,25.0,55.0,essay,11,high,LLM Concept v3,28.75,0.75,10.0
Q1_c,30,17.5,55.0,essay,11,high,LLM Concept v3,23.12,0.75,10.0
Q2_a,0,0.0,10.0,essay,3,high,LLM Concept v3,0.84,1.3076009501187646,0.8413301662707847
Q2_a,0,0.0,10.0,essay,3,high,LLM Concept v3,0.84,1.3076009501187646,0.8413301662707847
Q2_a,0,3.25,10.0,essay,3,high,LLM Concept v3,5.09,1.3076009501187646,0.8413301662707847
Q2_a,8,3.25,10.0,essay,3,high,LLM Concept v3,5.09,1.3076009501187646,0.8413301662707847
Q2_a,10,3.25,10.0,essay,6,high,LLM Concept v3,5.09,1.3076009501187646,0.8413301662707847
Q2_a,0,0.0,10.0,essay,3,high,LLM Concept v3,0.84,1.3076009501187646,0.8413301662707847
Q2_a,10,5.0,10.0,essay,3,high,LLM Concept v3,7.38,1.3076009501187646,0.8413301662707847
Q2_a,10,10.0,10.0,essay,3,high,LLM Concept v3,10.0,1.3076009501187646,0.8413301662707847
Q2_a,10,6.75,10.0,essay,3,high,LLM Concept v3,9.67,1.3076009501187646,0.8413301662707847
Q2_a,0,0.0,10.0,essay,3,high,LLM Concept v3,0.84,1.3076009501187646,0.8413301662707847
Q2_a,10,6.75,10.0,essay,3,high,LLM Concept v3,9.67,1.3076009501187646,0.8413301662707847
Q2_a,0,0.0,10.0,essay,3,high,LLM Concept v3,0.84,1.3076009501187646,0.8413301662707847
Q2_a,0,1.75,10.0,essay,3,medium,LLM Concept v3,3.13,1.3076009501187646,0.8413301662707847
Q2_a,10,6.75,10.0,essay,3,high,LLM Concept v3,9.67,1.3076009501187646,0.8413301662707847
Q2_a,10,3.25,10.0,essay,3,high,LLM Concept v3,5.09,1.3076009501187646,0.8413301662707847
Q2_b,0,0.0,45.0,essay,10,high,LLM Concept v3,9.37,0.999859592631421,9.37003191927512
Q2_b,5,0.0,45.0,essay,10,high,LLM Concept v3,9.37,0.999859592631421,9.37003191927512
Q2_b,10,12.75,45.0,essay,7,high,LLM Concept v3,22.12,0.999859592631421,9.37003191927512
Q2_b,30,27.0,45.0,essay,10,high,LLM Concept v3,36.37,0.999859592631421,9.37003191927512
Q2_b,30,15.75,45.0,essay,10,high,LLM Concept v3,25.12,0.999859592631421,9.37003191927512
Q2_b,30,15.75,45.0,essay,10,high,LLM Concept v3,25.12,0.999859592631421,9.37003191927512
Q2_b,35,9.0,45.0,essay,10,medium,LLM Concept v3,18.37,0.999859592631421,9.37003191927512
Q2_b,15,17.0,45.0,essay,8,high,LLM Concept v3,26.37,0.999859592631421,9.37003191927512
Q2_b,40,22.5,45.0,essay,4,high,LLM Concept v3,31.87,0.999859592631421,9.37003191927512
Q2_b,28,30.0,45.0,essay,9,high,LLM Concept v3,39.37,0.999859592631421,9.37003191927512
Q2_b,35,20.25,45.0,essay,10,medium,LLM Concept v3,29.62,0.999859592631421,9.37003191927512
Q2_b,26,22.5,45.0,essay,9,high,LLM Concept v3,31.87,0.999859592631421,9.37003191927512
Q2_b,28,15.75,45.0,essay,10,high,LLM Concept v3,25.12,0.999859592631421,9.37003191927512
Q2_b,30,14.0,45.0,essay,8,high,LLM Concept v3,23.37,0.999859592631421,9.37003191927512
Q2_b,16,5.5,45.0,essay,8,high,LLM Concept v3,14.87,0.999859592631421,9.37003191927512
Q2_b,45,25.0,45.0,essay,9,high,LLM Concept v3,34.37,0.999859592631421,9.37003191927512
Q2_b,45,36.0,45.0,essay,10,high,LLM Concept v3,45.0,0.999859592631421,9.37003191927512
Q3_a,0,3.25,10.0,essay,3,high,LLM Concept v3,5.52,0.75,3.0803721213969806
Q3_a,6,3.25,10.0,essay,3,high,LLM Concept v3,5.52,0.75,3.0803721213969806
Q3_a,0,0.0,10.0,essay,3,high,LLM Concept v3,3.08,0.75,3.0803721213969806
Q3_a,10,5.0,10.0,essay,4,medium,LLM Concept v3,6.83,0.75,3.0803721213969806
Q3_a,9,3.25,10.0,essay,3,high,LLM Concept v3,5.52,0.75,3.0803721213969806
Q3_a,8,5.0,10.0,essay,3,high,LLM Concept v3,6.83,0.75,3.0803721213969806
Q3_a,4,3.25,10.0,essay,3,high,LLM Concept v3,5.52,0.75,3.0803721213969806
Q3_a,0,6.75,10.0,essay,3,high,LLM Concept v3,8.14,0.75,3.0803721213969806
Q3_a,0,3.25,10.0,essay,3,high,LLM Concept v3,5.52,0.75,3.0803721213969806
Q3_a,5,6.75,10.0,essay,3,high,LLM Concept v3,8.14,0.75,3.0803721213969806
Q3_a,0,0.0,10.0,essay,3,high,LLM Concept v3,3.08,0.75,3.0803721213969806
Q3_a,8,3.25,10.0,essay,3,high,LLM Concept v3,5.52,0.75,3.0803721213969806
Q3_a,8,6.75,10.0,essay,3,high,LLM Concept v3,8.14,0.75,3.0803721213969806
Q3_a,6,5.0,10.0,essay,3,high,LLM Concept v3,6.83,0.75,3.0803721213969806
Q3_a,7,3.25,10.0,essay,3,medium,LLM Concept v3,5.52,0.75,3.0803721213969806
Q3_a,6,0.0,10.0,essay,3,high,LLM Concept v3,3.08,0.75,3.0803721213969806
Q3_a,8,5.0,10.0,essay,3,high,LLM Concept v3,6.83,0.75,3.0803721213969806
Q3_a,8,3.25,10.0,essay,3,high,LLM Concept v3,5.52,0.75,3.0803721213969806
Q3_a,8,6.75,10.0,essay,3,high,LLM Concept v3,8.14,0.75,3.0803721213969806
Q3_b,8,5.0,15.0,essay,3,high,LLM Concept v3,9.85,0.75,6.101449275362321
Q3_b,10,5.0,15.0,essay,3,high,LLM Concept v3,9.85,0.75,6.101449275362321
Q3_b,5,7.5,15.0,essay,3,high,LLM Concept v3,11.73,0.75,6.101449275362321
Q3_b,10,0.0,15.0,essay,3,high,LLM Concept v3,6.1,0.75,6.101449275362321
Q3_b,12,10.0,15.0,essay,3,high,LLM Concept v3,13.6,0.75,6.101449275362321
Q3_b,8,7.5,15.0,essay,3,high,LLM Concept v3,11.73,0.75,6.101449275362321
Q3_b,0,0.0,15.0,essay,3,high,LLM Concept v3,6.1,0.75,6.101449275362321
Q3_b,7,12.5,15.0,essay,3,high,LLM Concept v3,15.0,0.75,6.101449275362321
Q3_b,5,10.0,15.0,essay,3,high,LLM Concept v3,13.6,0.75,6.101449275362321
Q3_b,14,7.5,15.0,essay,4,high,LLM Concept v3,11.73,0.75,6.101449275362321
Q3_b,12,15.0,15.0,essay,3,high,LLM Concept v3,15.0,0.75,6.101449275362321
Q3_b,6,0.0,15.0,essay,3,high,LLM Concept v3,6.1,0.75,6.101449275362321
Q3_b,5,7.5,15.0,essay,3,high,LLM Concept v3,11.73,0.75,6.101449275362321
Q3_b,10,7.5,15.0,essay,3,high,LLM Concept v3,11.73,0.75,6.101449275362321
Q3_b,7,0.0,15.0,essay,4,high,LLM Concept v3,6.1,0.75,6.101449275362321
Q3_b,12,10.0,15.0,essay,3,high,LLM Concept v3,13.6,0.75,6.101449275362321
Q3_c,18,18.75,25.0,essay,4,high,LLM Concept v3,24.06,0.75,10.0
Q3_c,0,0.0,25.0,essay,4,high,LLM Concept v3,10.0,0.75,10.0
Q3_c,10,12.5,25.0,essay,4,medium,LLM Concept v3,19.38,0.75,10.0
Q3_c,24,21.75,25.0,essay,4,medium,LLM Concept v3,25.0,0.75,10.0
Q3_c,16,18.75,25.0,essay,4,high,LLM Concept v3,24.06,0.75,10.0
Q3_c,24,15.75,25.0,essay,4,high,LLM Concept v3,21.81,0.75,10.0
Q3_c,12,25.0,25.0,essay,4,high,LLM Concept v3,25.0,0.75,10.0
Q3_c,20,18.75,25.0,essay,4,high,LLM Concept v3,24.06,0.75,10.0
Q3_c,20,12.5,25.0,essay,4,high,LLM Concept v3,19.38,0.75,10.0
Q3_c,16,9.5,25.0,essay,4,high,LLM Concept v3,17.12,0.75,10.0
Q3_c,20,18.75,25.0,essay,4,high,LLM Concept v3,24.06,0.75,10.0
Q3_c,18,12.5,25.0,essay,4,high,LLM Concept v3,19.38,0.75,10.0
Q3_c,22,18.75,25.0,essay,4,medium,LLM Concept v3,24.06,0.75,10.0
Q3_c,12,22.5,25.0,essay,5,high,LLM Concept v3,25.0,0.75,10.0
Q3_c,22,18.75,25.0,essay,4,high,LLM Concept v3,24.06,0.75,10.0
Q3_c,10,25.0,25.0,essay,4,high,LLM Concept v3,25.0,0.75,10.0
Q3_c,20,12.5,25.0,essay,4,medium,LLM Concept v3,19.38,0.75,10.0
Q3_c,18,25.0,25.0,essay,4,high,LLM Concept v3,25.0,0.75,10.0
Q3_d,25,25.0,50.0,essay,10,high,LLM Concept v3,27.02,0.7791560291560297,7.538863913863926
Q3_d,15,15.0,50.0,essay,10,medium,LLM Concept v3,19.23,0.7791560291560297,7.538863913863926
Q3_d,2,5.0,50.0,essay,10,high,LLM Concept v3,11.43,0.7791560291560297,7.538863913863926
Q3_d,42,30.0,50.0,essay,10,medium,LLM Concept v3,30.91,0.7791560291560297,7.538863913863926
Q3_d,44,35.0,50.0,essay,5,high,LLM Concept v3,34.81,0.7791560291560297,7.538863913863926
Q3_d,28,20.0,50.0,essay,10,high,LLM Concept v3,23.12,0.7791560291560297,7.538863913863926
Q3_d,40,39.5,50.0,essay,12,high,LLM Concept v3,38.32,0.7791560291560297,7.538863913863926
Q3_d,50,50.0,50.0,essay,10,high,LLM Concept v3,46.5,0.7791560291560297,7.538863913863926
Q3_d,25,50.0,50.0,essay,10,high,LLM Concept v3,46.5,0.7791560291560297,7.538863913863926
Q3_d,28,35.0,50.0,essay,5,high,LLM Concept v3,34.81,0.7791560291560297,7.538863913863926
Q3_d,25,40.0,50.0,essay,10,high,LLM Concept v3,38.71,0.7791560291560297,7.538863913863926
Q3_d,42,39.0,50.0,essay,9,high,LLM Concept v3,37.93,0.7791560291560297,7.538863913863926
Q3_d,45,50.0,50.0,essay,11,high,LLM Concept v3,46.5,0.7791560291560297,7.538863913863926
Q3_d,42,35.0,50.0,essay,10,medium,LLM Concept v3,34.81,0.7791560291560297,7.538863913863926
Q3_d,50,45.0,50.0,essay,5,high,LLM Concept v3,42.6,0.7791560291560297,7.538863913863926
Q3_d,45,42.5,50.0,essay,10,high,LLM Concept v3,40.65,0.7791560291560297,7.538863913863926
Q3_d,42,50.0,50.0,essay,8,high,LLM Concept v3,46.5,0.7791560291560297,7.538863913863926
Q3_d,48,40.0,50.0,essay,10,high,LLM Concept v3,38.71,0.7791560291560297,7.538863913863926
Q3_d,30,27.5,50.0,essay,10,high,LLM Concept v3,28.97,0.7791560291560297,7.538863913863926
Q4_a,12,9.0,24.0,essay,4,high,LLM Concept v3,16.75,0.75,10.0
Q4_a,20,6.0,24.0,essay,4,medium,LLM Concept v3,14.5,0.75,10.0
Q4_a,10,6.0,24.0,essay,4,high,LLM Concept v3,14.5,0.75,10.0
Q4_a,10,9.0,24.0,essay,4,medium,LLM Concept v3,16.75,0.75,10.0
Q4_a,0,0.0,24.0,essay,4,high,LLM Concept v3,10.0,0.75,10.0
Q4_a,12,12.0,24.0,essay,4,high,LLM Concept v3,19.0,0.75,10.0
Q4_a,22,12.0,24.0,essay,4,high,LLM Concept v3,19.0,0.75,10.0
Q4_a,18,12.0,24.0,essay,4,high,LLM Concept v3,19.0,0.75,10.0
Q4_a,24,6.0,24.0,essay,4,medium,LLM Concept v3,14.5,0.75,10.0
Q4_a,18,0.0,24.0,essay,0,low,LLM Concept v3,10.0,0.75,10.0
Q4_a,12,0.0,24.0,essay,4,high,LLM Concept v3,10.0,0.75,10.0
Q4_a,24,24.0,24.0,essay,4,high,LLM Concept v3,24.0,0.75,10.0
Q4_a,20,12.0,24.0,essay,4,high,LLM Concept v3,19.0,0.75,10.0
Q4_a,20,12.0,24.0,essay,4,medium,LLM Concept v3,19.0,0.75,10.0
Q4_a,18,12.0,24.0,essay,4,high,LLM Concept v3,19.0,0.75,10.0
Q4_a,24,24.0,24.0,essay,4,high,LLM Concept v3,24.0,0.75,10.0
Q4_a,18,6.0,24.0,essay,4,high,LLM Concept v3,14.5,0.75,10.0
Q4_a,18,21.0,24.0,essay,4,high,LLM Concept v3,24.0,0.75,10.0
Q4_a,12,12.0,24.0,essay,4,high,LLM Concept v3,19.0,0.75,10.0
Q4_b,5,28.25,36.0,essay,7,high,LLM Concept v3,28.72,0.75,7.528530601049375
Q4_b,25,21.0,36.0,essay,6,high,LLM Concept v3,23.28,0.75,7.528530601049375
Q4_b,8,27.0,36.0,essay,6,high,LLM Concept v3,27.78,0.75,7.528530601049375
Q4_b,36,18.0,36.0,essay,6,high,LLM Concept v3,21.03,0.75,7.528530601049375
Q4_b,20,20.0,36.0,essay,9,high,LLM Concept v3,22.53,0.75,7.528530601049375
Q4_b,36,36.0,36.0,essay,5,high,LLM Concept v3,34.53,0.75,7.528530601049375
Q4_b,20,36.0,36.0,essay,5,high,LLM Concept v3,34.53,0.75,7.528530601049375
Q4_b,0,11.25,36.0,essay,8,high,LLM Concept v3,15.97,0.75,7.528530601049375
Q4_b,5,18.0,36.0,essay,6,high,LLM Concept v3,21.03,0.75,7.528530601049375
Q4_b,0,32.5,36.0,essay,5,high,LLM Concept v3,31.9,0.75,7.528530601049375
Q4_b,15,13.5,36.0,essay,8,high,LLM Concept v3,17.65,0.75,7.528530601049375
Q4_b,36,28.25,36.0,essay,7,high,LLM Concept v3,28.72,0.75,7.528530601049375
Q4_b,20,30.0,36.0,essay,6,high,LLM Concept v3,30.03,0.75,7.528530601049375
Q4_b,36,20.5,36.0,essay,7,high,LLM Concept v3,22.9,0.75,7.528530601049375
Q4_b,36,30.0,36.0,essay,6,high,LLM Concept v3,30.03,0.75,7.528530601049375
Q4_b,30,36.0,36.0,essay,5,high,LLM Concept v3,34.53,0.75,7.528530601049375
Q4_b,10,11.25,36.0,essay,8,high,LLM Concept v3,15.97,0.75,7.528530601049375
Q4_b,36,28.75,36.0,essay,5,high,LLM Concept v3,29.09,0.75,7.528530601049375
